language,page_id,average_world_len,vowel_ratio,average_words_in_sentence,non_ascii_ratio,double_letter_ratio,double_vowel_ratio,a_ratio,b_ratio,c_ratio,d_ratio,e_ratio,f_ratio,g_ratio,h_ratio,i_ratio,j_ratio,k_ratio,l_ratio,m_ratio,n_ratio,o_ratio,p_ratio,q_ratio,r_ratio,s_ratio,t_ratio,u_ratio,v_ratio,w_ratio,x_ratio,y_ratio,z_ratio
pl,1191102,6.410256410256411,0.3912,10.263157894736842,0.04339502233567326,0.0048,0.0328,0.096,0.0184,0.0376,0.0368,0.076,0.004,0.0144,0.0152,0.0736,0.0176,0.032,0.0256,0.028,0.0632,0.0744,0.036,0.0,0.0632,0.0424,0.0432,0.028,0.0008,0.04,0.0,0.0432,0.0448
pl,1253874,6.395348837209302,0.3927272727272727,8.6,0.05024630541871921,0.0048484848484848485,0.037575757575757575,0.08363636363636363,0.012121212121212121,0.04363636363636364,0.01818181818181818,0.08848484848484849,0.0012121212121212121,0.019393939393939394,0.019393939393939394,0.07393939393939394,0.02181818181818182,0.03151515151515152,0.02181818181818182,0.02909090909090909,0.05454545454545454,0.07151515151515152,0.030303030303030304,0.0,0.06060606060606061,0.05454545454545454,0.04363636363636364,0.03636363636363636,0.0036363636363636364,0.04242424242424243,0.0,0.03878787878787879,0.04363636363636364
pl,926941,6.316666666666666,0.3896218117854002,15.0,0.06138472519628837,0.002638522427440633,0.056288478452066845,0.09498680738786279,0.022867194371152155,0.028144239226033423,0.025505716798592787,0.07211961301671065,0.0043975373790677225,0.021108179419525065,0.002638522427440633,0.09410729991204925,0.0316622691292876,0.052770448548812667,0.026385224274406333,0.024626209322779244,0.044854881266490766,0.07299912049252419,0.029023746701846966,0.0,0.044854881266490766,0.04573438874230431,0.03869832893579595,0.026385224274406333,0.0,0.048372911169744945,0.002638522427440633,0.029023746701846966,0.04573438874230431
pl,2783295,5.88135593220339,0.3976945244956772,12.642857142857142,0.053293856402664694,0.007684918347742555,0.052833813640730067,0.07588856868395773,0.008645533141210375,0.03362151777137368,0.024015369836695485,0.08837656099903939,0.005763688760806916,0.023054755043227664,0.01633045148895293,0.0845341018251681,0.01729106628242075,0.03554274735830932,0.03362151777137368,0.03170028818443804,0.05475504322766571,0.0643611911623439,0.03073967339097022,0.0,0.059558117195004805,0.049951969260326606,0.04418828049951969,0.043227665706051875,0.002881844380403458,0.04130643611911623,0.0019212295869356388,0.04130643611911623,0.03073967339097022
pl,975918,5.986754966887418,0.372787610619469,15.1,0.06405693950177936,0.01327433628318584,0.02654867256637168,0.07743362831858407,0.017699115044247787,0.05088495575221239,0.025442477876106196,0.07079646017699115,0.004424778761061947,0.014380530973451327,0.024336283185840708,0.07853982300884955,0.016592920353982302,0.03650442477876106,0.017699115044247787,0.028761061946902654,0.06637168141592921,0.06747787610619468,0.023230088495575223,0.0,0.05420353982300885,0.035398230088495575,0.04756637168141593,0.02654867256637168,0.0,0.0420353982300885,0.0,0.051991150442477874,0.046460176991150445
pl,73921,5.921161825726141,0.38121934127540297,34.42857142857143,0.03528114663726571,0.002102312543798178,0.039943938332165384,0.07638402242466713,0.014716187806587245,0.04414856341976174,0.03854239663629993,0.07147862648913805,0.00350385423966363,0.012613875262789068,0.018220042046250877,0.08479327259985985,0.02102312543798178,0.053258584442887176,0.04204625087596356,0.025227750525578137,0.04835318850735809,0.08479327259985985,0.030133146461107218,0.0,0.049754730203223546,0.04555010511562719,0.025227750525578137,0.023125437981779958,0.0,0.056762438682550806,0.0,0.04064470918009811,0.05255781359495445
pl,2911179,6.4837209302325585,0.38091822094691535,12.647058823529411,0.055455093429776975,0.005021520803443328,0.02582496413199426,0.1054519368723099,0.012195121951219513,0.036585365853658534,0.03156384505021521,0.06097560975609756,0.005021520803443328,0.013629842180774749,0.015781922525107604,0.07101865136298421,0.02223816355810617,0.036585365853658534,0.029411764705882353,0.023672883787661407,0.06169296987087518,0.07890961262553801,0.03012912482065997,0.0,0.04949784791965567,0.043041606886657105,0.04949784791965567,0.018651362984218076,0.0007173601147776184,0.04160688665710186,0.003586800573888092,0.04591104734576758,0.047345767575322814
pl,4100,6.531914893617022,0.3724212812160695,15.666666666666666,0.055506607929515416,0.0010857763300760044,0.035830618892508145,0.10097719869706841,0.00760043431053203,0.04560260586319218,0.02714440825190011,0.07166123778501629,0.004343105320304018,0.009771986970684038,0.01520086862106406,0.07166123778501629,0.016286644951140065,0.021715526601520086,0.026058631921824105,0.023887079261672096,0.0727470141150923,0.0749185667752443,0.026058631921824105,0.0,0.06731813246471227,0.04234527687296417,0.048859934853420196,0.014115092290988056,0.0,0.053203040173724216,0.0,0.03908794788273615,0.05428881650380022
pl,1493696,6.0661764705882355,0.37696969696969695,17.0,0.05155642023346303,0.0012121212121212121,0.030303030303030304,0.06060606060606061,0.007272727272727273,0.05333333333333334,0.02666666666666667,0.0703030303030303,0.0024242424242424242,0.020606060606060607,0.019393939393939394,0.07151515151515152,0.025454545454545455,0.030303030303030304,0.01818181818181818,0.03272727272727273,0.06181818181818182,0.09818181818181818,0.019393939393939394,0.0,0.044848484848484846,0.06303030303030303,0.048484848484848485,0.027878787878787878,0.0,0.04242424242424243,0.0,0.048484848484848485,0.05090909090909091
pl,561430,6.054216867469879,0.38407960199004976,20.75,0.05915721231766612,0.001990049751243781,0.051741293532338306,0.0945273631840796,0.011940298507462687,0.04378109452736319,0.03482587064676617,0.08358208955223881,0.005970149253731343,0.01890547263681592,0.014925373134328358,0.0955223880597015,0.026865671641791045,0.03383084577114428,0.041791044776119404,0.020895522388059702,0.0527363184079602,0.06069651741293532,0.011940298507462687,0.0,0.0527363184079602,0.04378109452736319,0.04079601990049751,0.015920398009950248,0.0009950248756218905,0.050746268656716415,0.0,0.03383084577114428,0.04079601990049751
pl,3083453,6.608150470219436,0.3894686907020873,15.95,0.050682261208576995,0.0014231499051233396,0.04411764705882353,0.08681214421252371,0.012808349146110056,0.04079696394686907,0.024193548387096774,0.08349146110056926,0.0028462998102466793,0.013282732447817837,0.008064516129032258,0.07922201138519924,0.015654648956356737,0.04316888045540797,0.024667931688804556,0.022770398481973434,0.06451612903225806,0.07352941176470588,0.03273244781783681,0.0,0.05502846299810247,0.03889943074003795,0.04411764705882353,0.024667931688804556,0.0,0.04743833017077799,0.0,0.04174573055028463,0.06024667931688805
pl,2406047,6.768844221105527,0.3956941351150705,11.705882352941176,0.04314868804664723,0.0014847809948032665,0.04528582034149963,0.10022271714922049,0.014847809948032665,0.03414996288047513,0.022271714922048998,0.0801781737193764,0.004454342984409799,0.017074981440237565,0.008166295471417966,0.07126948775055679,0.02746844840386043,0.05493689680772086,0.0200445434298441,0.028953229398663696,0.04602821083890126,0.08537490720118783,0.0200445434298441,0.0,0.06310319227913883,0.05642167780252413,0.041573867854491464,0.031180400890868598,0.0,0.0467706013363029,0.0,0.02746844840386043,0.0467706013363029
pl,1211150,6.934782608695652,0.3772204806687565,15.333333333333334,0.04448398576512456,0.003134796238244514,0.025078369905956112,0.07628004179728318,0.018808777429467086,0.03970741901776385,0.04911180773249739,0.07628004179728318,0.003134796238244514,0.024033437826541274,0.01567398119122257,0.054336468129571575,0.02089864158829676,0.02821316614420063,0.022988505747126436,0.03970741901776385,0.055381400208986416,0.09404388714733543,0.035527690700104496,0.0,0.05851619644723093,0.04179728317659352,0.035527690700104496,0.03134796238244514,0.0,0.04597701149425287,0.0,0.04493207941483804,0.04075235109717868
pl,327410,6.298701298701299,0.3759450171821306,19.25,0.0659025787965616,0.0027491408934707906,0.03986254295532646,0.07835051546391752,0.01168384879725086,0.05154639175257732,0.03505154639175258,0.10171821305841924,0.004810996563573883,0.01443298969072165,0.010309278350515464,0.07422680412371134,0.029553264604810996,0.02611683848797251,0.012371134020618556,0.024742268041237112,0.06254295532646048,0.06804123711340206,0.01993127147766323,0.0,0.04192439862542955,0.054982817869415807,0.04261168384879725,0.02542955326460481,0.0006872852233676976,0.048109965635738834,0.0,0.028178694158075602,0.058419243986254296
pl,922204,6.666666666666667,0.39574468085106385,14.1,0.05481874447391689,0.0031914893617021275,0.04148936170212766,0.1148936170212766,0.005319148936170213,0.030851063829787233,0.02446808510638298,0.07127659574468086,0.006382978723404255,0.010638297872340425,0.015957446808510637,0.07021276595744681,0.02446808510638298,0.045744680851063826,0.029787234042553193,0.022340425531914895,0.052127659574468084,0.07872340425531915,0.03829787234042553,0.0,0.045744680851063826,0.052127659574468084,0.05,0.026595744680851064,0.0,0.05,0.0010638297872340426,0.03404255319148936,0.03829787234042553
pl,109096,5.475,0.39360730593607307,13.333333333333334,0.06442376521116679,0.011872146118721462,0.04657534246575343,0.1050228310502283,0.010958904109589041,0.025570776255707764,0.039269406392694065,0.06666666666666667,0.0045662100456621,0.011872146118721462,0.012785388127853882,0.0730593607305936,0.011872146118721462,0.038356164383561646,0.030136986301369864,0.0273972602739726,0.052054794520547946,0.09041095890410959,0.0365296803652968,0.0,0.053881278538812784,0.0410958904109589,0.04200913242009133,0.021004566210045664,0.0018264840182648401,0.052054794520547946,0.0,0.03744292237442922,0.04018264840182648
pl,1724161,6.217687074829932,0.37800875273522977,13.363636363636363,0.054457619675010976,0.002188183807439825,0.03665207877461707,0.06947483588621445,0.011487964989059081,0.045951859956236324,0.03336980306345733,0.0700218818380744,0.002188183807439825,0.013676148796498906,0.015317286652078774,0.08424507658643327,0.01312910284463895,0.038293216630196934,0.02461706783369803,0.02954048140043764,0.06455142231947483,0.08643326039387308,0.04212253829321663,0.0,0.045951859956236324,0.039934354485776806,0.030087527352297593,0.02516411378555799,0.0,0.05087527352297593,0.0005470459518599562,0.04266958424507659,0.05579868708971553
pl,17498,6.701986754966887,0.3784584980237154,13.727272727272727,0.05750798722044728,0.004940711462450593,0.030632411067193676,0.07905138339920949,0.009881422924901186,0.02865612648221344,0.030632411067193676,0.09683794466403162,0.0009881422924901185,0.017786561264822136,0.003952569169960474,0.08102766798418973,0.012845849802371542,0.042490118577075096,0.025691699604743084,0.03557312252964427,0.07213438735177866,0.06521739130434782,0.046442687747035576,0.0,0.05632411067193676,0.030632411067193676,0.03458498023715415,0.0266798418972332,0.005928853754940711,0.044466403162055336,0.0,0.029644268774703556,0.05434782608695652
pl,87588,6.0,0.3850574712643678,15.08,0.043663471778487756,0.009283819628647215,0.03757736516357206,0.07957559681697612,0.01237842617152962,0.03801945181255526,0.03580901856763926,0.07869142351900972,0.005305039787798408,0.011936339522546418,0.014146772767462422,0.07073386383731212,0.016799292661361626,0.03050397877984085,0.02431476569407604,0.01856763925729443,0.06542882404951371,0.08620689655172414,0.038903625110521665,0.0,0.06321839080459771,0.04509283819628647,0.04597701149425287,0.022104332449160036,0.001326259946949602,0.04597701149425287,0.0004420866489832007,0.04774535809018567,0.05305039787798409
pl,701908,5.774193548387097,0.39888268156424583,9.117647058823529,0.04865334491746308,0.00558659217877095,0.054748603351955305,0.10167597765363129,0.012290502793296089,0.03240223463687151,0.01899441340782123,0.07262569832402235,0.0022346368715083797,0.004469273743016759,0.00782122905027933,0.1005586592178771,0.026815642458100558,0.05027932960893855,0.02569832402234637,0.03240223463687151,0.05251396648044693,0.05921787709497207,0.02011173184357542,0.0,0.05810055865921788,0.05698324022346369,0.04022346368715084,0.030167597765363128,0.0,0.054748603351955305,0.0,0.034636871508379886,0.04692737430167598
pl,1844975,5.947368421052632,0.3831858407079646,13.571428571428571,0.04034969737726967,0.0017699115044247787,0.02831858407079646,0.12389380530973451,0.012389380530973451,0.035398230088495575,0.03008849557522124,0.07610619469026549,0.002654867256637168,0.019469026548672566,0.011504424778761062,0.06637168141592921,0.02566371681415929,0.0415929203539823,0.03893805309734513,0.02654867256637168,0.05575221238938053,0.07964601769911504,0.02566371681415929,0.0,0.05752212389380531,0.04336283185840708,0.04601769911504425,0.01592920353982301,0.0,0.04513274336283186,0.0,0.021238938053097345,0.049557522123893805
pl,713243,5.8860103626943,0.375,12.866666666666667,0.05024769992922859,0.0044014084507042256,0.03345070422535211,0.10387323943661972,0.013204225352112676,0.03609154929577465,0.03169014084507042,0.06426056338028169,0.002640845070422535,0.013204225352112676,0.0044014084507042256,0.07746478873239436,0.02112676056338028,0.03433098591549296,0.028169014084507043,0.03433098591549296,0.05193661971830986,0.06778169014084508,0.037852112676056336,0.0,0.06338028169014084,0.051056338028169015,0.043133802816901406,0.030809859154929578,0.0,0.05017605633802817,0.0,0.030809859154929578,0.051056338028169015
pl,74626,5.754098360655738,0.4121557454890788,18.3,0.049167927382753406,0.001899335232668566,0.052231718898385564,0.0778727445394112,0.016144349477682812,0.03323836657169991,0.02849002849002849,0.08641975308641975,0.005698005698005698,0.019943019943019943,0.007597340930674264,0.10541310541310542,0.027540360873694207,0.03798670465337132,0.019943019943019943,0.0389363722697056,0.04748338081671415,0.07597340930674264,0.026590693257359924,0.0,0.045584045584045586,0.04843304843304843,0.042735042735042736,0.01899335232668566,0.0,0.03323836657169991,0.006647673314339981,0.04748338081671415,0.045584045584045586
